Supplier Id,Supplier Number,Logo Url,Supplier Name,LinkedIn,URL,Description,Category,Type,Tier,Status,Capability,Business Units,Reference Customers,Address,Email,NACE CODE,Organization,enriched_text,score
b8d501b2-86cd-4bd3-b934-412ee8c520ec,,https://cdc3scraper.blob.core.windows.net/public/4bc5869b-29a8-4ea9-af1b-9591f55dbc05.jpg,BWF Kunststoffe GmbH & Co. KG,https://www.linkedin.com/showcase/bwf-profiles/,https://bwf-profiles.de,"BWF Profiles  
Uniquely high-quality plastic products  
Since 1956, BWF Profiles has been providing its business partners with complete support in the development and production of plastic profiles, tubes, sheets, and optical films. As a European and Asian market leader in the extrusion of high-quality thermoplastic plastics, BWF Profiles places the highest value on innovative and collaborative market support.  

The product portfolio is complemented by high-quality deep-drawn and injection-molded parts from our subsidiary, BWF Thermoforms. Secure the decisive technological advantage through state-of-the-art manufacturing options and the comprehensive service offering from BWF Profiles and BWF Thermoforms.",There is no text to translate. Please provide some text you would like translated into English.,company,,,test,,,"DE,undefined, Offingen,  undefined, undefined, 89362",info@bwf-profiles.de,,e98b924b-3a51-4587-a7f7-5b440e1a33b7,"There is no text to translate. Please provide some text you would like translated into English.
test",0.09927468
8b7bb13b-a10e-40b1-8f36-92505f5d092a,,https://cdc3scraper.blob.core.windows.net/public/2950711a-2cae-414b-abef-785f5cad283a.jpeg,SLS Kunststoffverarbeitungs GmbH&Co KG,https://www.linkedin.com/company/sls-kunststoffverarbeitungs-gmbh-&-co.-kg/about/,https://sls-kunststoffprofile.de,"ion. Our dedicated team is always ready to assist you in bringing your ideas to life and ensuring that your project is a success. Join us on this journey, and let's create innovative solutions together!","The text ""nan"" does not require translation as it does not represent any intelligible content. If ""nan"" is intended to convey something specific or if it has a specific context, please provide more information for clarification.",company,,,"Plastics, profiles",Kunststoff,,"DE,undefined, Dahn,  undefined, undefined, 66994",luca.spengler@sls-kunststoffprofile.de,,e98b924b-3a51-4587-a7f7-5b440e1a33b7,"The text ""nan"" does not require translation as it does not represent any intelligible content. If ""nan"" is intended to convey something specific or if it has a specific context, please provide more information for clarification.
Plastics, profiles",0.14424576
e05e6d3f-f8f5-4a28-bba2-6445d475afc9,,https://cdc3scraper.blob.core.windows.net/public/c23f7fbc-1995-4756-8d4d-fc3428fa9d48.jpeg,HMT Höfer Metall Technik GmbH & Co KG,https://www.linkedin.com/company/hmt-h%C3%B6fer-metall-technik-gmbh-&-co.-kg/about/,https://hmt-alu.de,The Höfer group of companies has decades of experience in the materials industry and is your competent contact for the processing and surface refinement of aluminum and steel. Our family business has developed over three generations from a small business to a medium-sized company with corporate structures and three locations.,"It seems like you entered ""nan,"" which typically doesn't have a specific meaning in English. If you meant something else or have another text you'd like to translate, please provide it, and I'll be happy to help!",company,,,"Metal processing, surface finishing",,,"DE,undefined, Hettstedt,  undefined, undefined, 6333",s.rockmann@hmt-alu.de,,e98b924b-3a51-4587-a7f7-5b440e1a33b7,"It seems like you entered ""nan,"" which typically doesn't have a specific meaning in English. If you meant something else or have another text you'd like to translate, please provide it, and I'll be happy to help!
Metal processing, surface finishing",0.2641114
152cbdb9-5f74-442c-9065-c42d8fcef9c1,,https://cdc3scraper.blob.core.windows.net/public/99ef972c-b1d7-40ac-abdf-eaaa78784427.jpg,H. Hüttenbrauck Profil GmbH Profilwalzwerk,,https://huettenbrauck.com,"As a family-owned company, we have been a recognized manufacturer of cold-rolled steel and extruded aluminum profiles across Europe for decades.",nan,company,,,"aluminum, profiles, metal processing",Profile Alu/Stahl,,"DE,undefined, Fröndenberg - Frömern,  undefined, undefined, 5873",rv@huettenbrauck.com,,e98b924b-3a51-4587-a7f7-5b440e1a33b7,"nan
aluminum, profiles, metal processing",0.37677574
e24b7db7-fac2-4120-a629-fc670c563dae,,https://cdc3scraper.blob.core.windows.net/public/2f12c74d-1b74-4c1c-bddb-5e87d445f2a5.jpeg,Hydro Extrusion Raeren S.A.,https://www.linkedin.com/company/norsk-hydro/about/,https://hellob.com,"Hydro is a leading industrial company that builds businesses and partnerships for a more sustainable future. We develop industries that matter to people and society. Since 1905, Hydro has turned natural resources into valuable products for people and businesses, creating a safe and secure workplace for our 30,000 employees in more than 140 locations across 40 countries. Today, we own and operate various businesses and have investments grounded in sustainable industries. Hydro, through its businesses, is present in a broad range of market segments for aluminum, energy, metal recycling, renewables, and batteries, offering a unique wealth of knowledge and competence. Hydro is committed to leading the way toward a more sustainable future, creating more viable societies by developing natural resources into products and solutions in innovative and efficient ways.",nan,company,,,Mining & Metals,Profile Alu/Stahl,,"BE,undefined, Raeren,  undefined, undefined, 473",rae.technic@hydro.com,,e98b924b-3a51-4587-a7f7-5b440e1a33b7,"nan
Mining & Metals",0.15686582
8226875c-9698-403e-bace-8b6f3e39aa59,,https://cdc3scraper.blob.core.windows.net/public/default_org.png,Lorenz-Montagesysteme GmbH,https://www.linkedin.com/company/lorenz-montagesysteme-gmbh,http://www.lorenz-montagesystem.de,"The INTERSOL flat roof mounting system is a particularly aerodynamic and low-ballast mounting system for securing framed modules on flat roofs. It is characterized by excellent mounting properties and a very good price-performance ratio. Three variants are available: S5, with 5 degrees; S10, with 10 degrees; and S15, with 15 degrees of inclination. Additionally, an east-west system is available.","It seems like you've entered ""nan,"" which typically means ""not a number."" If you meant something else or have a specific text you'd like to translate, please provide that, and I'll be happy to help!",company,,,"Processing, Mechanical Processing, Punching","POM,POK",,"DE,undefined, Köln,  undefined, undefined, 50858",dispo@lorenz-ms.de,,e98b924b-3a51-4587-a7f7-5b440e1a33b7,"It seems like you've entered ""nan,"" which typically means ""not a number."" If you meant something else or have a specific text you'd like to translate, please provide that, and I'll be happy to help!
Processing, Mechanical Processing, Punching",0.18854514
5a8f7bc6-568e-48cc-881e-f6132850d22a,,https://cdc3scraper.blob.core.windows.net/public/d90ce41a-c881-4580-a2e9-abc267d9fa27.png,Jenny | Waltle GmbH,https://www.linkedin.com/company/jenny-waltle-gmbh/,https://waltle.at,"JENNY | WALTLE takes care of the procurement of materials, handles production and final assembly, and is responsible for the configuration of individual parts into components or assemblies. Years of experience and technical expertise enable professional support in the development of aluminum, metal, or plastic parts and in deciding on the optimal manufacturing process. A comprehensive supply and logistics service has been standard for us for years.",It seems that your message is not clear. Could you please provide more context or clarify what you would like to translate?,company,,,"Plastic, aluminum, aluminum extrusion profiles, aluminum stamped parts, turned parts, logistics, aluminum profile processing, die-cast parts, components.",Bearbeiter,,"AT,undefined, Frastanz,  undefined, undefined, 6820",office@waltle.at,,e98b924b-3a51-4587-a7f7-5b440e1a33b7,"It seems that your message is not clear. Could you please provide more context or clarify what you would like to translate?
Plastic, aluminum, aluminum extrusion profiles, aluminum stamped parts, turned parts, logistics, aluminum profile processing, die-cast parts, components.",0.52307177
e5c280b2-9c03-43d2-b0f9-0e234b49c796,321156,https://cdc3scraper.blob.core.windows.net/public/402a4a72-376a-4167-b469-337dc0ec086e.png,LAV.EL. GOMMA S.r.l.,https://www.linkedin.com/company/lav.el-gomma-s.r.l.,https://lavelgomma.it,"LAV.EL. Gomma S.r.l. has been manufacturing premium industrial gaskets since 1973, founded by brothers Rolando and Roberto Lavelli. The company is known for its extremely high standards and modern production facilities. It specializes in producing all types of industrial rubber gaskets and has experienced continuous growth. Looking to the future, LAV.EL. conducts ongoing research into new technologies, utilizes the finest quality raw materials, and is committed to fulfilling its environmental responsibilities. The company employs cutting-edge systems, including horizontal injection presses, vertical compression presses, finishing equipment, and quality control instrumentation, all of which enable it to manufacture certified products. LAV.EL. Gomma manages and oversees every single stage of its production process on-site. From the arrival of raw materials to the shipping of end products, each stage in the production of its rubber gaskets takes place on-site to ensure superior quality and the use of state-of-the-art manufacturing techniques.","""nan"" is a placeholder typically used to represent ""not a number"" in computing and data processing contexts. Would you like more information or assistance with something else?",company,,,"Initial Consultation
Troubleshooting
Consultation and design for custom O-rings and gaskets, sizes and blends
Bespoke estimates
Manufacture of custom molds for any type of gasket
Personalized color, finish, and treatment of O-rings and gaskets
Customized packaging
Stock warehouse for clients who place scheduled orders
Bespoke delivery
After-sales assistance",,,"IT, Cologne (Brescia), 25033",merybeth.delbarba@lavelgomma.it,22.19,6b603ec7-5891-4473-a06a-86f251ce8eb4,"""nan"" is a placeholder typically used to represent ""not a number"" in computing and data processing contexts. Would you like more information or assistance with something else?
Initial Consultation
Troubleshooting
Consultation and design for custom O-rings and gaskets, sizes and blends
Bespoke estimates
Manufacture of custom molds for any type of gasket
Personalized color, finish, and treatment of O-rings and gaskets
Customized packaging
Stock warehouse for clients who place scheduled orders
Bespoke delivery
After-sales assistance",0.2498955
08cd2007-452b-4a49-b86b-3a59a4de9955,310514,https://cdc3scraper.blob.core.windows.net/public/247c62ef-f3fd-4f7e-9fde-64faf0c836a3.jpeg,Ar-Tex s.p.a.,https://it.linkedin.com/company/ar-texelastomericsolutions,https://ar-tex.it,"Ar-Tex S.p.A., founded in 1970, specializes in the development and production of technical rubber articles. It is currently involved in applications for the Food & Beverage, Plumbing, Industry, Medical, Mobility, Hydraulics, and Pneumatics sectors. The high technical expertise in O-rings and custom-shaped parts is validated by numerous certifications and approvals. The company boasts a global presence thanks to its membership (which also serves as its headquarters) in the Ar-Tex Group.","The term ""nan"" does not seem to have a meaning or context to translate. Could you please provide more information or clarify the text you need translated?",company,,,"Elastomeric solutions, sealing solutions, O-rings, custom-shaped parts, technical rubber parts, gaskets, heating, plumbing, industrial, mobility, furniture, medical, food & beverage, pneumatics, and hydraulics.",,"JUNTAS ESPECIALES,Norcaucho","IT, VIADANICA (BG), 24060",Sara.valceschini@ar-tex.it,22.19,6b603ec7-5891-4473-a06a-86f251ce8eb4,"The term ""nan"" does not seem to have a meaning or context to translate. Could you please provide more information or clarify the text you need translated?
Elastomeric solutions, sealing solutions, O-rings, custom-shaped parts, technical rubber parts, gaskets, heating, plumbing, industrial, mobility, furniture, medical, food & beverage, pneumatics, and hydraulics.",0.1642054
ebaa8f07-495c-4141-9683-4b88d1a296bb,315515,https://cdc3scraper.blob.core.windows.net/public/26b05a9b-bb16-4a60-a4ab-81e5e3e6aae1.jpeg,Freudenberg FST GmbH,https://www.linkedin.com/company/fst/,https://fst.com,"Freudenberg Sealing Technologies (FST) is the world's market and technology leader in sealing technology. While our work is often invisible, it is truly always essential. Our seals, featured in many well-known end products all over the world, make life that little bit easier for us. As Freudenberg's Business Group, Freudenberg Sealing Technologies generated sales of approximately €2.2 billion in 2021 and employed around 13,500 people.","It seems you have entered ""nan,"" which does not require translation as it does not constitute a sentence or phrase. If you meant something else or have a specific text for translation, please provide more context!",company,,,"Design & Engineering, Product Customization, Logistics & Supply Chain, Machined Seals, Order Processing",,,"DE, Weinheim, 69465",carsten.grewsmuehl@fst.com,22.19,6b603ec7-5891-4473-a06a-86f251ce8eb4,"It seems you have entered ""nan,"" which does not require translation as it does not constitute a sentence or phrase. If you meant something else or have a specific text for translation, please provide more context!
Design & Engineering, Product Customization, Logistics & Supply Chain, Machined Seals, Order Processing",0.24548201
e2acd7e5-dac2-4b99-9991-70c0dde64c1d,,https://cdc3scraper.blob.core.windows.net/public/7a2553d7-1c31-406e-8104-e7985b2f1fc4.jpeg,Synprodo BV,https://www.linkedin.com/company/synprodo-bv,http://www.synprodo.nl/nl/1/59/vacatures.aspx,"Synprodo bv in Wijchen is the expert in the field of packaging, industrial products, products for the climate control sector, the food sector, horticulture, and the pharmaceutical industry. The company is part of Synbra Holding, a dynamic international organization with approximately 800 employees. We are a solid yet trend-setting company with an informal and collegial culture. Our focus is on innovation and product development.","The term ""nan"" does not have a direct translation as it appears to be an abbreviation or slang. If you meant ""NaN,"" it stands for ""Not a Number,"" which is used in computing to denote a value that is not a legal number. If you meant something else, please provide more context for an accurate translation.",company,,,"manufacturing, plastics, Research, Development, R&D, Synbra, packaging, Airpop, EPP, BioFoam, HVAC, Pharmacy, Horticulture, Automotive, Construction, Insulation",,,"NL,null, Wijchen,  null, null, 6603 NL",s.schwienheer@synprodo.de,,6b603ec7-5891-4473-a06a-86f251ce8eb4,"The term ""nan"" does not have a direct translation as it appears to be an abbreviation or slang. If you meant ""NaN,"" it stands for ""Not a Number,"" which is used in computing to denote a value that is not a legal number. If you meant something else, please provide more context for an accurate translation.
manufacturing, plastics, Research, Development, R&D, Synbra, packaging, Airpop, EPP, BioFoam, HVAC, Pharmacy, Horticulture, Automotive, Construction, Insulation",0.102873474
a60066eb-05aa-4a3c-949a-3c1458c5f523,311716,https://cdc3scraper.blob.core.windows.net/public/default_org.png,Storopack Deutschland GmbH + Co. KG,,https://www.storopack-shop.de,"Storopack is an internationally operating family-owned company and a global leader in providing system solutions, services for flexible and customized protective packaging, and expertise in technical molded parts. For more than 60 years, we have closely collaborated with our customers to optimally align their protective packaging with all their needs.

With our comprehensive service, individual consulting, and technical know-how, we always achieve the ideal result. At the center of our activities is the commitment to take on economic and social responsibility and to actively shape it. We have defined our principles in the Storopack Vision & Guidelines.","It seems that your input was ""nan,"" which does not provide specific content to translate. If you have a particular text that needs translation, please provide it, and I'll be happy to assist you!",company,,Approved,Insulations,,,"DE, Mainleus, 95336",Clemens.Maier@storopack.com,22.21,6b603ec7-5891-4473-a06a-86f251ce8eb4,"It seems that your input was ""nan,"" which does not provide specific content to translate. If you have a particular text that needs translation, please provide it, and I'll be happy to assist you!
Insulations",0.17901286
a1ed96ee-0cbb-41cf-b6dd-a5c553afb87b,,https://cdc3scraper.blob.core.windows.net/public/2f357245-1bdb-4568-b219-b62203e3df00.jpeg,Schaumaplast Nossen GmbH,https://www.linkedin.com/company/schaumaplast,https://schaumaplast.com/,"The Schaumaplast Group has been producing molded parts and packaging made of EPS (Styropor®), EPP, and other innovative particle foams in Germany, Poland, and the USA since 1964. With the THERMOCON brand, Schaumaplast has its own business unit for the development, production, and qualification of passive thermal packaging. The THERMOCON all-in-one thermal solutions, thermoboxes, and cooling elements are used for shipping temperature-sensitive pharmaceutical and biotech products.","It seems like you entered ""nan,"" which doesn't seem to require translation as it appears to be a placeholder or an abbreviation. If you meant something else or have other text you'd like translated, please provide more context!",company,,,"Cold Chain, particle foams, EPS, Styrofoam, airpop, EPP, Piocelan, Neopor, E-TPU, Biomass Balance Styrofoam, passive cooling packaging",,,"DE,null, Nossen,  null, null, 01683",tom.kegel@schaumaplast.de,,6b603ec7-5891-4473-a06a-86f251ce8eb4,"It seems like you entered ""nan,"" which doesn't seem to require translation as it appears to be a placeholder or an abbreviation. If you meant something else or have other text you'd like translated, please provide more context!
Cold Chain, particle foams, EPS, Styrofoam, airpop, EPP, Piocelan, Neopor, E-TPU, Biomass Balance Styrofoam, passive cooling packaging",0.18213162
ee58cc60-ea4b-4cca-9d56-313af2e61300,,https://cdc3scraper.blob.core.windows.net/public/default_org.png,Knauf Industries Deutschland GmbH,,https://knaufautomotive.com/de/,"Knauf Industries Group has completed the acquisition of the Overath Group. The Overath Group is a family-owned company based in Germany that is established in the market for EPP and cross-linked PO foams (polyolefins).

The group was founded in 1987 and currently employs more than 100 people across two locations: Lohmar (near Cologne) and Oebisfelde (near Wolfsburg). Overath produces technical parts made of EPP for the automotive industry as well as custom parts for various sectors (mainly cross-linked PO). They also manufacture insulated boxes and tailor-made technical products for the German industry.

The geographical locations of Overath and Knauf Industries in Europe, North Africa, and Brazil provide the opportunity to build long-term growth strategies and partnerships with our stakeholders. Customer satisfaction remains key for Knauf Industries, and this new position in the German market will enhance its capabilities.",EPP,company,,,EPP insulation,,,"DE, Lohmar, 53797",jochen.arndt@knauf.com,,6b603ec7-5891-4473-a06a-86f251ce8eb4,"EPP
EPP insulation",0.16465776
5ee84640-86ab-40a0-84ca-8ecc54f00eb5,,https://cdc3scraper.blob.core.windows.net/public/default_org.png,Paul Müller GmbH,https://www.linkedin.com/company/paul-mueller,https://paulmueller.de/,"We at Paul Muller deal in customized steel trolleys, containers, EPP trays, and boxes. We mainly cater to the needs of the automotive industry. Our aim is to make it transportable by designing the best possible solution for their products, which are made with significant investment, so that they can be delivered to the desired destination without any damage.

Mr. Matthias Mueller - Managing Director, Paul Mueller GmbH

History of Paul Mueller GmbH:

When the Mueller brothers, Anton and Paul, founded a company of the same name in Balve, Sauerland in 1959, no one could have foreseen that this would be the beginning of an extraordinary success story.

Since then, our company has undergone continuous development. With the establishment of a branch plant in Nordhausen, Thuringia in 1992, we responded to the increasingly demanding requirements of the industry.

Since 2004, our expansion strategy has continued to advance with the foundation of the following partner companies:

    2004 Mueller Container and...",Insulation,,,,Collapsible Metal Trolleys,,,"DE,null, Balve,  null, null, 58802",info@paulmueller.de,,6b603ec7-5891-4473-a06a-86f251ce8eb4,"Insulation
Collapsible Metal Trolleys",0.19650409
